,season,yr,mnth,weathersit,temp,registered,cnt,weekend,daytype,windspeed_median,hum_median,fri,mon,sat,sun,thur,tue,wed
284,4,0,10,3,0.543333,2199,2416,0,3,0.24815,0.90625,0,0,0,0,0,0,1
285,4,0,10,2,0.589167,2623,2913,0,3,0.141787,0.896667,0,0,0,0,1,0,0
286,4,0,10,2,0.550833,3115,3644,0,3,0.223883,0.71625,1,0,0,0,0,0,0
287,4,0,10,1,0.506667,3318,5217,1,1,0.258083,0.483333,0,0,1,0,0,0,0
288,4,0,10,1,0.511667,3293,5041,1,1,0.281717,0.486667,0,0,0,1,0,0,0
289,4,0,10,1,0.534167,3857,4570,0,3,0.175379,0.579583,0,1,0,0,0,0,0
290,4,0,10,2,0.5325,4111,4748,0,3,0.110087,0.701667,0,0,0,0,0,1,0
291,4,0,10,3,0.541739,2170,2424,0,3,0.243339,0.895217,0,0,0,0,0,0,1
292,4,0,10,1,0.475833,3724,4195,0,3,0.422275,0.63625,0,0,0,0,1,0,0
293,4,0,10,1,0.4275,3628,4304,0,3,0.221396,0.574167,1,0,0,0,0,0,0
294,4,0,10,1,0.4225,2809,4308,1,1,0.0926667,0.629167,0,0,1,0,0,0,0
295,4,0,10,1,0.421667,2762,4381,1,1,0.0995125,0.74125,0,0,0,1,0,0,0
296,4,0,10,1,0.463333,3488,4187,0,3,0.118792,0.772083,0,1,0,0,0,0,0
297,4,0,10,1,0.471667,3992,4687,0,3,0.166658,0.622917,0,0,0,0,0,1,0
298,4,0,10,2,0.484167,3490,3894,0,3,0.148642,0.720417,0,0,0,0,0,0,1
299,4,0,10,2,0.47,2419,2659,0,3,0.197763,0.812917,0,0,0,0,1,0,0
300,4,0,10,2,0.330833,3291,3747,0,3,0.229479,0.585833,1,0,0,0,0,0,0
301,4,0,10,3,0.254167,570,627,1,1,0.351371,0.8825,0,0,1,0,0,0,0
302,4,0,10,1,0.319167,2446,3331,1,1,0.176617,0.62375,0,0,0,1,0,0,0
303,4,0,10,1,0.34,3307,3669,0,3,0.10635,0.703333,0,1,0,0,0,0,0
304,4,0,11,1,0.400833,3658,4068,0,3,0.135571,0.68375,0,0,0,0,0,1,0
305,4,0,11,1,0.3775,3816,4186,0,3,0.0820917,0.71875,0,0,0,0,0,0,1
306,4,0,11,1,0.408333,3656,3974,0,3,0.136817,0.702083,0,0,0,0,1,0,0
307,4,0,11,2,0.403333,3576,4046,0,3,0.271779,0.6225,1,0,0,0,0,0,0
308,4,0,11,1,0.326667,2770,3926,1,1,0.189062,0.519167,0,0,1,0,0,0,0
309,4,0,11,1,0.348333,2697,3649,1,1,0.0920542,0.734583,0,0,0,1,0,0,0
310,4,0,11,1,0.395,3662,4035,0,3,0.057225,0.75875,0,1,0,0,0,0,0
311,4,0,11,1,0.408333,3829,4205,0,3,0.0690375,0.721667,0,0,0,0,0,1,0
312,4,0,11,1,0.4,3804,4109,0,3,0.0621958,0.758333,0,0,0,0,0,0,1
313,4,0,11,2,0.38,2743,2933,0,3,0.189067,0.813333,0,0,0,0,1,0,0
314,4,0,11,1,0.324167,2928,3368,0,2,0.314675,0.44625,1,0,0,0,0,0,0
315,4,0,11,1,0.356667,2792,4067,1,1,0.212062,0.552917,0,0,1,0,0,0,0
316,4,0,11,1,0.440833,2713,3717,1,1,0.281721,0.458333,0,0,0,1,0,0,0
317,4,0,11,1,0.53,3891,4486,0,3,0.306596,0.587083,0,1,0,0,0,0,0
318,4,0,11,2,0.53,3746,4195,0,3,0.199633,0.68875,0,0,0,0,0,1,0
319,4,0,11,3,0.456667,1672,1817,0,3,0.136829,0.93,0,0,0,0,0,0,1
320,4,0,11,2,0.341667,2914,3053,0,3,0.305362,0.575833,0,0,0,0,1,0,0
321,4,0,11,1,0.274167,3147,3392,0,3,0.168533,0.41,1,0,0,0,0,0,0
322,4,0,11,1,0.329167,2720,3663,1,1,0.224496,0.502083,0,0,1,0,0,0,0
323,4,0,11,2,0.463333,2733,3520,1,1,0.18595,0.684583,0,0,0,1,0,0,0
324,4,0,11,3,0.4475,2545,2765,0,3,0.138054,0.91,0,1,0,0,0,0,0
325,4,0,11,3,0.416667,1538,1607,0,3,0.118792,0.9625,0,0,0,0,0,1,0
326,4,0,11,2,0.440833,2454,2566,0,3,0.335825,0.757917,0,0,0,0,0,0,1
327,4,0,11,1,0.373333,935,1495,0,2,0.167304,0.549167,0,0,0,0,1,0,0
328,4,0,11,1,0.375,1697,2792,0,3,0.0988958,0.64375,1,0,0,0,0,0,0
329,4,0,11,1,0.375833,1819,3068,1,1,0.0684208,0.681667,0,0,1,0,0,0,0
330,4,0,11,1,0.459167,2261,3071,1,1,0.208954,0.698333,0,0,0,1,0,0,0
331,4,0,11,1,0.503478,3614,3867,0,3,0.142122,0.743043,0,1,0,0,0,0,0
332,4,0,11,2,0.458333,2818,2914,0,3,0.258092,0.830833,0,0,0,0,0,1,0
333,4,0,11,1,0.325,3425,3613,0,3,0.271158,0.613333,0,0,0,0,0,0,1
334,4,0,12,1,0.3125,3545,3727,0,3,0.220158,0.524583,0,0,0,0,1,0,0
335,4,0,12,1,0.314167,3672,3940,0,3,0.100754,0.625833,1,0,0,0,0,0,0
336,4,0,12,1,0.299167,2908,3614,1,1,0.0957833,0.612917,0,0,1,0,0,0,0
337,4,0,12,1,0.330833,2851,3485,1,1,0.0839583,0.775833,0,0,0,1,0,0,0
338,4,0,12,2,0.385833,3578,3811,0,3,0.0622083,0.827083,0,1,0,0,0,0,0
339,4,0,12,3,0.4625,2468,2594,0,3,0.232583,0.949583,0,0,0,0,0,1,0
340,4,0,12,3,0.41,655,705,0,3,0.266175,0.970417,0,0,0,0,0,0,1
341,4,0,12,1,0.265833,3172,3322,0,3,0.240058,0.58,0,0,0,0,1,0,0
342,4,0,12,1,0.290833,3359,3620,0,3,0.0827167,0.695833,1,0,0,0,0,0,0
343,4,0,12,1,0.275,2688,3190,1,1,0.233221,0.5075,0,0,1,0,0,0,0
344,4,0,12,1,0.220833,2366,2743,1,1,0.0665417,0.49,0,0,0,1,0,0,0
345,4,0,12,1,0.238333,3167,3310,0,3,0.06345,0.670833,0,1,0,0,0,0,0
346,4,0,12,1,0.2825,3368,3523,0,3,0.14055,0.59,0,0,0,0,0,1,0
347,4,0,12,2,0.3175,3562,3740,0,3,0.0609583,0.66375,0,0,0,0,0,0,1
348,4,0,12,2,0.4225,3528,3709,0,3,0.268042,0.634167,0,0,0,0,1,0,0
349,4,0,12,2,0.375,3399,3577,0,3,0.260575,0.500417,1,0,0,0,0,0,0
350,4,0,12,2,0.258333,2464,2739,1,1,0.243167,0.560833,0,0,1,0,0,0,0
351,4,0,12,1,0.238333,2211,2431,1,1,0.169779,0.58625,0,0,0,1,0,0,0
352,4,0,12,1,0.276667,3143,3403,0,3,0.172896,0.6375,0,1,0,0,0,0,0
353,4,0,12,2,0.385833,3534,3750,0,3,0.0615708,0.595417,0,0,0,0,0,1,0
354,1,0,12,2,0.428333,2553,2660,0,3,0.2214,0.858333,0,0,0,0,0,0,1
355,1,0,12,2,0.423333,2841,3068,0,3,0.047275,0.7575,0,0,0,0,1,0,0
356,1,0,12,1,0.373333,2046,2209,0,3,0.274246,0.68625,1,0,0,0,0,0,0
357,1,0,12,1,0.3025,856,1011,1,1,0.190304,0.5425,0,0,1,0,0,0,0
358,1,0,12,1,0.274783,451,754,1,1,0.155091,0.681304,0,0,0,1,0,0,0
359,1,0,12,1,0.321739,887,1317,0,2,0.239465,0.506957,0,1,0,0,0,0,0
360,1,0,12,2,0.325,1059,1162,0,3,0.18845,0.7625,0,0,0,0,0,1,0
361,1,0,12,1,0.29913,2047,2302,0,3,0.293961,0.503913,0,0,0,0,0,0,1
362,1,0,12,1,0.248333,2169,2423,0,3,0.119412,0.574167,0,0,0,0,1,0,0
363,1,0,12,1,0.311667,2508,2999,0,3,0.134337,0.636667,1,0,0,0,0,0,0
364,1,0,12,1,0.41,1820,2485,1,1,0.220154,0.615833,0,0,1,0,0,0,0
365,1,1,1,1,0.37,1608,2294,1,1,0.192167,0.6925,0,0,0,1,0,0,0
366,1,1,1,1,0.273043,1707,1951,0,2,0.329665,0.381304,0,1,0,0,0,0,0
367,1,1,1,1,0.15,2147,2236,0,3,0.365671,0.44125,0,0,0,0,0,1,0
368,1,1,1,2,0.1075,2273,2368,0,3,0.1847,0.414583,0,0,0,0,0,0,1
369,1,1,1,1,0.265833,3132,3272,0,3,0.129987,0.524167,0,0,0,0,1,0,0
370,1,1,1,1,0.334167,3791,4098,0,3,0.167908,0.542083,1,0,0,0,0,0,0
371,1,1,1,1,0.393333,3451,4521,1,1,0.174758,0.531667,0,0,1,0,0,0,0
372,1,1,1,1,0.3375,2826,3425,1,1,0.191542,0.465,0,0,0,1,0,0,0
373,1,1,1,2,0.224167,2270,2376,0,3,0.0989,0.701667,0,1,0,0,0,0,0
374,1,1,1,1,0.308696,3425,3598,0,3,0.187552,0.646522,0,0,0,0,0,1,0
375,1,1,1,2,0.274167,2085,2177,0,3,0.131221,0.8475,0,0,0,0,0,0,1
376,1,1,1,2,0.3825,3828,4097,0,3,0.180967,0.802917,0,0,0,0,1,0,0
377,1,1,1,1,0.274167,3040,3214,0,3,0.378108,0.5075,1,0,0,0,0,0,0
378,1,1,1,1,0.18,2160,2493,1,1,0.187183,0.4575,0,0,1,0,0,0,0
379,1,1,1,1,0.166667,2027,2311,1,1,0.251258,0.419167,0,0,0,1,0,0,0
380,1,1,1,1,0.19,2081,2298,0,2,0.231358,0.5225,0,1,0,0,0,0,0
381,1,1,1,2,0.373043,2808,2935,0,3,0.34913,0.716087,0,0,0,0,0,1,0
382,1,1,1,1,0.303333,3267,3376,0,3,0.415429,0.443333,0,0,0,0,0,0,1
383,1,1,1,1,0.19,3162,3292,0,3,0.220158,0.4975,0,0,0,0,1,0,0
384,1,1,1,2,0.2175,3048,3163,0,3,0.20275,0.45,1,0,0,0,0,0,0
385,1,1,1,2,0.173333,1234,1301,1,1,0.222642,0.83125,0,0,1,0,0,0,0
386,1,1,1,2,0.1625,1781,1977,1,1,0.199638,0.79625,0,0,0,1,0,0,0
387,1,1,1,2,0.218333,2287,2432,0,3,0.110708,0.91125,0,1,0,0,0,0,0
388,1,1,1,1,0.3425,3900,4339,0,3,0.123767,0.835833,0,0,0,0,0,1,0
389,1,1,1,1,0.294167,3803,4270,0,3,0.161071,0.64375,0,0,0,0,0,0,1
390,1,1,1,2,0.341667,3831,4075,0,3,0.0733958,0.769583,0,0,0,0,1,0,0
391,1,1,1,2,0.425,3187,3456,0,3,0.342667,0.74125,1,0,0,0,0,0,0
392,1,1,1,1,0.315833,3248,4023,1,1,0.210829,0.543333,0,0,1,0,0,0,0
393,1,1,1,1,0.2825,2685,3243,1,1,0.24005,0.31125,0,0,0,1,0,0,0
394,1,1,1,1,0.269167,3498,3624,0,3,0.215792,0.400833,0,1,0,0,0,0,0
395,1,1,1,1,0.39,4185,4509,0,3,0.261817,0.416667,0,0,0,0,0,1,0
396,1,1,2,1,0.469167,4275,4579,0,3,0.189067,0.507917,0,0,0,0,0,0,1
397,1,1,2,2,0.399167,3571,3761,0,3,0.187187,0.672917,0,0,0,0,1,0,0
398,1,1,2,1,0.313333,3841,4151,0,3,0.178496,0.526667,1,0,0,0,0,0,0
399,1,1,2,2,0.264167,2448,2832,1,1,0.121896,0.779583,0,0,1,0,0,0,0
400,1,1,2,2,0.265833,2629,2947,1,1,0.175996,0.687917,0,0,0,1,0,0,0
401,1,1,2,1,0.282609,3578,3784,0,3,0.1538,0.622174,0,1,0,0,0,0,0
402,1,1,2,1,0.354167,4176,4375,0,3,0.147379,0.49625,0,0,0,0,0,1,0
403,1,1,2,2,0.256667,2693,2802,0,3,0.133721,0.722917,0,0,0,0,0,0,1
404,1,1,2,1,0.265,3667,3830,0,3,0.194037,0.562083,0,0,0,0,1,0,0
405,1,1,2,2,0.280833,3604,3831,0,3,0.116929,0.54,1,0,0,0,0,0,0
406,1,1,2,3,0.224167,1977,2169,1,1,0.289796,0.73125,0,0,1,0,0,0,0
407,1,1,2,1,0.1275,1456,1529,1,1,0.409212,0.464583,0,0,0,1,0,0,0
408,1,1,2,1,0.2225,3328,3422,0,3,0.167283,0.41125,0,1,0,0,0,0,0
409,1,1,2,2,0.319167,3787,3922,0,3,0.141179,0.50875,0,0,0,0,0,1,0
410,1,1,2,1,0.348333,4028,4169,0,3,0.1816,0.53125,0,0,0,0,0,0,1
411,1,1,2,2,0.316667,2931,3005,0,3,0.091425,0.752917,0,0,0,0,1,0,0
412,1,1,2,1,0.343333,3805,4154,0,3,0.205846,0.634583,1,0,0,0,0,0,0
413,1,1,2,1,0.346667,2883,4318,1,1,0.190929,0.534583,0,0,1,0,0,0,0
414,1,1,2,2,0.28,2071,2689,1,1,0.253112,0.515833,0,0,0,1,0,0,0
415,1,1,2,1,0.28,2627,3129,0,2,0.229083,0.507826,0,1,0,0,0,0,0
416,1,1,2,1,0.287826,3614,3777,0,3,0.205717,0.594348,0,0,0,0,0,1,0
417,1,1,2,1,0.395833,4379,4773,0,3,0.234471,0.567917,0,0,0,0,0,0,1
418,1,1,2,1,0.454167,4546,5062,0,3,0.190913,0.554583,0,0,0,0,1,0,0
419,1,1,2,2,0.4075,3241,3487,0,3,0.237567,0.7375,1,0,0,0,0,0,0
420,1,1,2,1,0.290833,2415,2732,1,1,0.421642,0.395833,0,0,1,0,0,0,0
421,1,1,2,1,0.279167,2874,3389,1,1,0.205229,0.41,0,0,0,1,0,0,0
422,1,1,2,1,0.366667,4069,4322,0,3,0.268033,0.490833,0,1,0,0,0,0,0
423,1,1,2,1,0.359167,4134,4363,0,3,0.193417,0.395833,0,0,0,0,0,1,0
424,1,1,2,2,0.344348,1769,1834,0,3,0.179117,0.804783,0,0,0,0,0,0,1
425,1,1,3,1,0.485833,4665,4990,0,3,0.226987,0.615417,0,0,0,0,1,0,0
426,1,1,3,2,0.353333,2948,3194,0,3,0.144904,0.657083,1,0,0,0,0,0,0
427,1,1,3,2,0.414167,3110,4066,1,1,0.161079,0.62125,0,0,1,0,0,0,0
428,1,1,3,1,0.325833,2713,3423,1,1,0.334571,0.403333,0,0,0,1,0,0,0
429,1,1,3,1,0.243333,3130,3333,0,3,0.228858,0.50625,0,1,0,0,0,0,0
430,1,1,3,1,0.258333,3735,3956,0,3,0.200875,0.456667,0,0,0,0,0,1,0
431,1,1,3,1,0.404167,4484,4916,0,3,0.345779,0.513333,0,0,0,0,0,0,1
432,1,1,3,1,0.5275,4896,5382,0,3,0.441563,0.5675,0,0,0,0,1,0,0
433,1,1,3,2,0.410833,4122,4569,0,3,0.4148,0.407083,1,0,0,0,0,0,0
434,1,1,3,1,0.2875,3150,4118,1,1,0.22575,0.350417,0,0,1,0,0,0,0
435,1,1,3,1,0.361739,3253,4911,1,1,0.222587,0.476957,0,0,0,1,0,0,0
436,1,1,3,1,0.466667,4460,5298,0,3,0.207713,0.489167,0,1,0,0,0,0,0
437,1,1,3,1,0.565,5085,5847,0,3,0.23695,0.6175,0,0,0,0,0,1,0
438,1,1,3,1,0.5725,5315,6312,0,3,0.115062,0.507083,0,0,0,0,0,0,1
439,1,1,3,1,0.5575,5187,6192,0,3,0.149883,0.579583,0,0,0,0,1,0,0
440,1,1,3,2,0.435833,3830,4378,0,3,0.113192,0.842083,1,0,0,0,0,0,0
441,1,1,3,2,0.514167,4681,7836,1,1,0.110704,0.755833,0,0,1,0,0,0,0
442,1,1,3,2,0.4725,3685,5892,1,1,0.126883,0.81,0,0,0,1,0,0,0
443,1,1,3,1,0.545,5171,6153,0,3,0.162317,0.72875,0,1,0,0,0,0,0
444,1,1,3,1,0.560833,5042,6093,0,3,0.121271,0.807917,0,0,0,0,0,1,0
445,2,1,3,2,0.531667,5108,6230,0,3,0.0895583,0.82125,0,0,0,0,0,0,1
446,2,1,3,1,0.554167,5537,6871,0,3,0.117562,0.83125,0,0,0,0,1,0,0
447,2,1,3,2,0.601667,5893,8362,0,3,0.1163,0.694167,1,0,0,0,0,0,0
448,2,1,3,2,0.5025,2339,3372,1,1,0.192783,0.885417,0,0,1,0,0,0,0
449,2,1,3,2,0.4375,3464,4996,1,1,0.220775,0.880833,0,0,0,1,0,0,0
450,2,1,3,1,0.445833,4763,5558,0,3,0.386821,0.477917,0,1,0,0,0,0,0
451,2,1,3,1,0.323333,4571,5102,0,3,0.187192,0.29,0,0,0,0,0,1,0
452,2,1,3,1,0.484167,5024,5698,0,3,0.291671,0.48125,0,0,0,0,0,0,1
453,2,1,3,1,0.494167,5299,6133,0,3,0.31965,0.439167,0,0,0,0,1,0,0
454,2,1,3,2,0.37,4663,5459,0,3,0.138067,0.580833,1,0,0,0,0,0,0
455,2,1,3,2,0.424167,3934,6235,1,1,0.250617,0.738333,0,0,1,0,0,0,0
456,2,1,4,2,0.425833,3694,6041,1,1,0.172267,0.67625,0,0,0,1,0,0,0
457,2,1,4,1,0.433913,4728,5936,0,3,0.312139,0.504348,0,1,0,0,0,0,0
458,2,1,4,1,0.466667,5424,6772,0,3,0.100133,0.396667,0,0,0,0,0,1,0
459,2,1,4,1,0.541667,5378,6436,0,3,0.180975,0.469583,0,0,0,0,0,0,1
460,2,1,4,1,0.435,5265,6457,0,3,0.219529,0.374167,0,0,0,0,1,0,0
461,2,1,4,1,0.403333,4653,6460,0,3,0.300388,0.377083,1,0,0,0,0,0,0
462,2,1,4,1,0.4375,3605,6857,1,1,0.274871,0.254167,0,0,1,0,0,0,0
463,2,1,4,1,0.5,2939,5169,1,1,0.232596,0.275833,0,0,0,1,0,0,0
464,2,1,4,1,0.489167,4680,5585,0,3,0.358196,0.3175,0,1,0,0,0,0,0
465,2,1,4,1,0.446667,5099,5918,0,3,0.249375,0.435,0,0,0,0,0,1,0
466,2,1,4,1,0.348696,4380,4862,0,3,0.295274,0.469565,0,0,0,0,0,0,1
467,2,1,4,1,0.3975,4746,5409,0,3,0.290429,0.46625,0,0,0,0,1,0,0
468,2,1,4,1,0.4425,5146,6398,0,3,0.155471,0.408333,1,0,0,0,0,0,0
469,2,1,4,1,0.495,4665,7460,1,1,0.190917,0.502917,0,0,1,0,0,0,0
470,2,1,4,1,0.606667,4286,7132,1,1,0.225129,0.507917,0,0,0,1,0,0,0
471,2,1,4,1,0.664167,5172,6370,0,2,0.284829,0.561667,0,1,0,0,0,0,0
472,2,1,4,1,0.608333,5702,6691,0,3,0.273629,0.390417,0,0,0,0,0,1,0
473,2,1,4,2,0.463333,4020,4367,0,3,0.167912,0.569167,0,0,0,0,0,0,1
474,2,1,4,1,0.498333,5719,6565,0,3,0.0659292,0.6125,0,0,0,0,1,0,0
475,2,1,4,1,0.526667,5950,7290,0,3,0.149871,0.694583,1,0,0,0,0,0,0
476,2,1,4,1,0.57,4083,6624,1,1,0.283587,0.682917,0,0,1,0,0,0,0
477,2,1,4,3,0.396667,907,1027,1,1,0.344546,0.835417,0,0,0,1,0,0,0
478,2,1,4,2,0.321667,3019,3214,0,3,0.303496,0.766667,0,1,0,0,0,0,0
479,2,1,4,1,0.413333,5115,5633,0,3,0.249383,0.454167,0,0,0,0,0,1,0
480,2,1,4,1,0.476667,5541,6196,0,3,0.118792,0.427917,0,0,0,0,0,0,1
481,2,1,4,2,0.498333,4551,5026,0,3,0.176625,0.756667,0,0,0,0,1,0,0
482,2,1,4,1,0.4575,5219,6233,0,3,0.347633,0.400833,1,0,0,0,0,0,0
483,2,1,4,2,0.376667,3100,4220,1,1,0.129975,0.489583,0,0,1,0,0,0,0
484,2,1,4,1,0.458333,4075,6304,1,1,0.116908,0.587083,0,0,0,1,0,0,0
485,2,1,4,2,0.464167,4907,5572,0,3,0.171638,0.57,0,1,0,0,0,0,0
486,2,1,5,2,0.613333,5087,5740,0,3,0.156096,0.659583,0,0,0,0,0,1,0
487,2,1,5,1,0.564167,5502,6169,0,3,0.138058,0.797083,0,0,0,0,0,0,1
488,2,1,5,2,0.56,5657,6421,0,3,0.133696,0.768333,0,0,0,0,1,0,0
489,2,1,5,1,0.6275,5227,6296,0,3,0.162938,0.735417,1,0,0,0,0,0,0
490,2,1,5,2,0.621667,4387,6883,1,1,0.152992,0.756667,0,0,1,0,0,0,0
491,2,1,5,2,0.5625,4224,6359,1,1,0.149879,0.74,0,0,0,1,0,0,0
492,2,1,5,2,0.5375,5265,6273,0,3,0.230721,0.664167,0,1,0,0,0,0,0
493,2,1,5,2,0.581667,4990,5728,0,3,0.296029,0.685833,0,0,0,0,0,1,0
494,2,1,5,2,0.575,4097,4717,0,3,0.216412,0.744167,0,0,0,0,0,0,1
495,2,1,5,1,0.505833,5546,6572,0,3,0.314063,0.552083,0,0,0,0,1,0,0
496,2,1,5,1,0.533333,5711,7030,0,3,0.236937,0.360417,1,0,0,0,0,0,0
497,2,1,5,1,0.564167,4807,7429,1,1,0.123133,0.480417,0,0,1,0,0,0,0
498,2,1,5,1,0.6125,3946,6118,1,1,0.225117,0.57625,0,0,0,1,0,0,0
499,2,1,5,2,0.573333,2501,2843,0,3,0.212692,0.789583,0,1,0,0,0,0,0
500,2,1,5,2,0.611667,4490,5115,0,3,0.147392,0.794583,0,0,0,0,0,1,0
501,2,1,5,1,0.636667,6433,7424,0,3,0.122512,0.697917,0,0,0,0,0,0,1
502,2,1,5,1,0.593333,6142,7384,0,3,0.229475,0.52,0,0,0,0,1,0,0
503,2,1,5,1,0.564167,6118,7639,0,3,0.136817,0.523333,1,0,0,0,0,0,0
504,2,1,5,1,0.6,4884,8294,1,1,0.083975,0.45625,0,0,1,0,0,0,0
505,2,1,5,1,0.620833,4425,7129,1,1,0.254367,0.530417,0,0,0,1,0,0,0
506,2,1,5,2,0.598333,3729,4359,0,3,0.233204,0.81125,0,1,0,0,0,0,0
507,2,1,5,2,0.615,5254,6073,0,3,0.118167,0.765833,0,0,0,0,0,1,0
508,2,1,5,2,0.621667,4494,5260,0,3,0.102,0.774583,0,0,0,0,0,0,1
509,2,1,5,1,0.655,5711,6770,0,3,0.172896,0.716667,0,0,0,0,1,0,0
510,2,1,5,1,0.68,5317,6734,0,3,0.14055,0.747083,1,0,0,0,0,0,0
511,2,1,5,1,0.6925,3681,6536,1,1,0.198992,0.7325,0,0,1,0,0,0,0
512,2,1,5,1,0.69,3308,6591,1,1,0.215171,0.697083,0,0,0,1,0,0,0
513,2,1,5,1,0.7125,3486,6043,0,2,0.196521,0.67625,0,1,0,0,0,0,0
514,2,1,5,1,0.7225,4863,5743,0,3,0.2954,0.684583,0,0,0,0,0,1,0
515,2,1,5,2,0.656667,6110,6855,0,3,0.134329,0.67,0,0,0,0,0,0,1
516,2,1,5,1,0.68,6238,7338,0,3,0.195279,0.492917,0,0,0,0,1,0,0
517,2,1,6,2,0.654167,3594,4127,0,3,0.237563,0.755417,1,0,0,0,0,0,0
518,2,1,6,1,0.583333,5325,8120,1,1,0.186562,0.549167,0,0,1,0,0,0,0
519,2,1,6,1,0.6025,5147,7641,1,1,0.184087,0.493333,0,0,0,1,0,0,0
520,2,1,6,1,0.5975,5927,6998,0,3,0.284833,0.487083,0,1,0,0,0,0,0
521,2,1,6,2,0.540833,6033,7001,0,3,0.209575,0.613333,0,0,0,0,0,1,0
522,2,1,6,1,0.554167,6028,7055,0,3,0.077125,0.61125,0,0,0,0,0,0,1
523,2,1,6,1,0.6025,6456,7494,0,3,0.15735,0.567083,0,0,0,0,1,0,0
524,2,1,6,1,0.649167,6248,7736,0,3,0.175383,0.467917,1,0,0,0,0,0,0
525,2,1,6,1,0.710833,4790,7498,1,1,0.144287,0.437083,0,0,1,0,0,0,0
526,2,1,6,1,0.726667,4374,6598,1,1,0.133721,0.538333,0,0,0,1,0,0,0
527,2,1,6,2,0.720833,5647,6664,0,3,0.207713,0.587917,0,1,0,0,0,0,0
528,2,1,6,2,0.653333,4495,4972,0,3,0.214546,0.833333,0,0,0,0,0,1,0
529,2,1,6,1,0.655833,6248,7421,0,3,0.343279,0.582083,0,0,0,0,0,0,1
530,2,1,6,1,0.648333,6183,7363,0,3,0.253733,0.569583,0,0,0,0,1,0,0
531,2,1,6,1,0.639167,6102,7665,0,3,0.176617,0.589583,1,0,0,0,0,0,0
532,2,1,6,1,0.631667,4739,7702,1,1,0.166667,0.504167,0,0,1,0,0,0,0
533,2,1,6,1,0.5925,4344,6978,1,1,0.144904,0.59875,0,0,0,1,0,0,0
534,2,1,6,2,0.568333,4446,5099,0,3,0.174746,0.777917,0,1,0,0,0,0,0
535,2,1,6,1,0.688333,5857,6825,0,3,0.148017,0.69,0,0,0,0,0,1,0
536,2,1,6,1,0.7825,5339,6211,0,3,0.113812,0.592083,0,0,0,0,0,0,1
537,3,1,6,1,0.805833,5127,5905,0,3,0.118787,0.567917,0,0,0,0,1,0,0
538,3,1,6,1,0.7775,4859,5823,0,3,0.182842,0.57375,1,0,0,0,0,0,0
539,3,1,6,1,0.731667,4801,7458,1,1,0.179721,0.534583,0,0,1,0,0,0,0
540,3,1,6,1,0.743333,4340,6891,1,1,0.145525,0.479167,0,0,0,1,0,0,0
541,3,1,6,1,0.715833,5640,6779,0,3,0.300383,0.504167,0,1,0,0,0,0,0
542,3,1,6,1,0.630833,6365,7442,0,3,0.347642,0.373333,0,0,0,0,0,1,0
543,3,1,6,1,0.6975,6258,7335,0,3,0.271775,0.36,0,0,0,0,0,0,1
544,3,1,6,1,0.749167,5958,6879,0,3,0.17165,0.4225,0,0,0,0,1,0,0
545,3,1,6,1,0.834167,4634,5463,0,3,0.165417,0.48875,1,0,0,0,0,0,0
546,3,1,6,1,0.765,4232,5687,1,1,0.161071,0.60125,0,0,1,0,0,0,0
547,3,1,7,1,0.815833,4110,5531,1,1,0.168529,0.51875,0,0,0,1,0,0,0
548,3,1,7,1,0.781667,5323,6227,0,3,0.195267,0.447083,0,1,0,0,0,0,0
549,3,1,7,1,0.780833,5608,6660,0,3,0.126237,0.492083,0,0,0,0,0,1,0
550,3,1,7,1,0.789167,4841,7403,0,2,0.13495,0.53875,0,0,0,0,0,0,1
551,3,1,7,1,0.8275,4836,6241,0,3,0.194029,0.457917,0,0,0,0,1,0,0
552,3,1,7,1,0.828333,4841,6207,0,3,0.146142,0.450833,1,0,0,0,0,0,0
553,3,1,7,1,0.861667,3392,4840,1,1,0.163554,0.492083,0,0,1,0,0,0,0
554,3,1,7,1,0.8225,3469,4672,1,1,0.125629,0.57375,0,0,0,1,0,0,0
555,3,1,7,2,0.710833,5571,6569,0,3,0.180975,0.683333,0,1,0,0,0,0,0
556,3,1,7,2,0.720833,5336,6290,0,3,0.151737,0.6675,0,0,0,0,0,1,0
557,3,1,7,1,0.716667,6289,7264,0,3,0.151733,0.633333,0,0,0,0,0,0,1
558,3,1,7,1,0.715833,6414,7446,0,3,0.146775,0.529583,0,0,0,0,1,0,0
559,3,1,7,2,0.731667,5988,7499,0,3,0.08085,0.485833,1,0,0,0,0,0,0
560,3,1,7,2,0.703333,4614,6969,1,1,0.143679,0.699167,0,0,1,0,0,0,0
561,3,1,7,1,0.745833,4111,6031,1,1,0.166667,0.717917,0,0,0,1,0,0,0
562,3,1,7,1,0.763333,5742,6830,0,3,0.164187,0.645,0,1,0,0,0,0,0
563,3,1,7,1,0.818333,5865,6786,0,3,0.114429,0.505833,0,0,0,0,0,1,0
564,3,1,7,1,0.793333,4914,5713,0,3,0.137442,0.577083,0,0,0,0,0,0,1
565,3,1,7,1,0.77,5703,6591,0,3,0.165429,0.600417,0,0,0,0,1,0,0
566,3,1,7,2,0.665833,5123,5870,0,3,0.208967,0.844167,1,0,0,0,0,0,0
567,3,1,7,3,0.595833,3195,4459,1,1,0.2133,0.865417,0,0,1,0,0,0,0
568,3,1,7,2,0.6675,4866,7410,1,1,0.0939208,0.7625,0,0,0,1,0,0,0
